url,business_name,industry
https://universalconsulting.com,Universal Consulting India,Consultants
https://promptpersonnel.com,Prompt Personnel,Consultants
https://cphrservices.in,CP HR Services,Consultants
https://symphonihr.com,Symphoni HR Executive Search,Consultants
https://praxisga.com,Praxis Global Alliance,Consultants
https://technopak.com,Technopak Advisors,Consultants
https://zepto.com,Zepto,Startups
https://acko.com,Acko General Insurance,Startups
https://miko.ai,Miko AI,Startups
https://faclon.com,Faclon Labs,Startups
https://gupshup.io,Gupshup,Startups
https://clevertap.com,CleverTap,Startups
https://webengage.com,WebEngage,Startups
https://browserstack.com,BrowserStack,Startups
https://frappe.io,Frappe Technologies,Startups
https://turtlemint.com,Turtlemint,Startups
https://upstox.com,Upstox,Startups
https://bookmyshow.com,BookMyShow,Startups
https://pharmeasy.in,PharmEasy,Startups
https://pepperfry.com,Pepperfry,Startups
https://rebelfoods.com,Rebel Foods,Startups
https://eruditus.com,Eruditus Executive Education,Startups
https://leadschool.in,LEAD School,Startups
https://ketto.org,Ketto India,Startups
https://coindcx.com,CoinDCX,Startups
https://purplle.com,Purplle,Startups
